Time,Indicator,Employment_Status,Indicator_Status,Location,Amount,Unemployment_Rate
2015,Employment Status By Education,Employed,Highschool,"Howard County, Maryland",16106,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Howard County, Maryland",12318,
2016,Employment Status By Education,Employed,Highschool,"Howard County, Maryland",15909,
2018,Employment Status By Education,Employed,Highschool,"Howard County, Maryland",15714,
2017,Employment Status By Education,Employed,Highschool,"Howard County, Maryland",15808,
2019,Employment Status By Education,Employed,Highschool,"Howard County, Maryland",14884,
2015,Employment Status By Education,Unemployed,Highschool,"Howard County, Maryland",1227,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Howard County, Maryland",94809,
2016,Employment Status By Education,Unemployed,Highschool,"Howard County, Maryland",1169,
2018,Employment Status By Education,Unemployed,Highschool,"Howard County, Maryland",746,
2017,Employment Status By Education,Unemployed,Highschool,"Howard County, Maryland",1031,
2015,Employment Status By Education,NIL,Highschool,"Howard County, Maryland",4139,
2016,Employment Status By Education,NIL,Highschool,"Howard County, Maryland",4358,
2017,Employment Status By Education,NIL,Highschool,"Howard County, Maryland",4301,
2019,Employment Status By Education,Unemployed,Highschool,"Howard County, Maryland",706,
2018,Employment Status By Education,NIL,Highschool,"Howard County, Maryland",4483,
2019,Employment Status By Education,NIL,Highschool,"Howard County, Maryland",4776,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Howard County, Maryland",3983,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Howard County, Maryland",4422,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Howard County, Maryland",4001,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Howard County, Maryland",4353,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Howard County, Maryland",3938,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Howard County, Maryland",1433,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Howard County, Maryland",1333,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Howard County, Maryland",1271,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Howard County, Maryland",1263,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Howard County, Maryland",1164,
2015,Employment Status By Disability Status,Employed,Disabled,"Howard County, Maryland",4622,
2016,Employment Status By Disability Status,Employed,Disabled,"Howard County, Maryland",4669,
2018,Employment Status By Disability Status,Employed,Disabled,"Howard County, Maryland",5513,
2017,Employment Status By Disability Status,Employed,Disabled,"Howard County, Maryland",5114,
2015,Employment Status By Education,Employed,Less than Highschool,"Howard County, Maryland",3871,
2019,Employment Status By Disability Status,Employed,Disabled,"Howard County, Maryland",5598,
2016,Employment Status By Education,Employed,Less than Highschool,"Howard County, Maryland",3670,
2017,Employment Status By Education,Employed,Less than Highschool,"Howard County, Maryland",3843,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Howard County, Maryland",238,
2019,Employment Status By Education,Employed,Less than Highschool,"Howard County, Maryland",3976,
2018,Employment Status By Education,Employed,Less than Highschool,"Howard County, Maryland",3732,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Howard County, Maryland",242,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Howard County, Maryland",243,
2015,Employment Status By Education,NIL,Less than Highschool,"Howard County, Maryland",2143,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Howard County, Maryland",211,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Howard County, Maryland",142,
2016,Employment Status By Education,NIL,Less than Highschool,"Howard County, Maryland",2127,
2017,Employment Status By Education,NIL,Less than Highschool,"Howard County, Maryland",2363,
2018,Employment Status By Education,NIL,Less than Highschool,"Howard County, Maryland",2537,
2015,Unemployment By Veteran Status,,Non Veteran,"Howard County, Maryland",4.8,0.048
2016,Unemployment By Veteran Status,,Non Veteran,"Howard County, Maryland",4.4,0.044
2019,Employment Status By Education,NIL,Less than Highschool,"Howard County, Maryland",2427,
2017,Unemployment By Veteran Status,,Non Veteran,"Howard County, Maryland",4,0.04
2018,Unemployment By Veteran Status,,Non Veteran,"Howard County, Maryland",3.7,0.037
2019,Unemployment By Veteran Status,,Non Veteran,"Howard County, Maryland",3.6,0.036
2015,Unemployment By Veteran Status,,Veteran,"Howard County, Maryland",3.3,0.033
2016,Unemployment By Veteran Status,,Veteran,"Howard County, Maryland",3.8,0.038
2018,Unemployment By Veteran Status,,Veteran,"Howard County, Maryland",3.1,0.031
2017,Unemployment By Veteran Status,,Veteran,"Howard County, Maryland",4,0.04
2019,Unemployment By Veteran Status,,Veteran,"Howard County, Maryland",3.8,0.038
2015,Employment Status By Education,Employed,Some College,"Howard County, Maryland",26461,
2016,Employment Status By Education,Employed,Some College,"Howard County, Maryland",26498,
2017,Employment Status By Education,Employed,Some College,"Howard County, Maryland",26700,
2019,Employment Status By Education,Employed,Some College,"Howard County, Maryland",26442,
2015,Employment Status By Education,Unemployed,Some College,"Howard County, Maryland",1829,
2018,Employment Status By Education,Employed,Some College,"Howard County, Maryland",27408,
2016,Employment Status By Education,Unemployed,Some College,"Howard County, Maryland",1792,
2018,Employment Status By Education,Unemployed,Some College,"Howard County, Maryland",1379,
2017,Employment Status By Education,Unemployed,Some College,"Howard County, Maryland",1622,
2017,Employment Status By Education,NIL,Some College,"Howard County, Maryland",5315,
2016,Employment Status By Education,NIL,Some College,"Howard County, Maryland",5406,
2015,Employment Status By Education,NIL,Some College,"Howard County, Maryland",5560,
2019,Employment Status By Education,Unemployed,Some College,"Howard County, Maryland",1274,
2018,Employment Status By Education,NIL,Some College,"Howard County, Maryland",5264,
2019,Employment Status By Education,NIL,Some College,"Howard County, Maryland",5153,
2016,Unemployment By Race,,Asian,"Howard County, Maryland",3.8,0.038
2017,Unemployment By Race,,Asian,"Howard County, Maryland",3,0.03
2015,Unemployment By Race,,Asian,"Howard County, Maryland",4.5,0.045
2018,Unemployment By Race,,Asian,"Howard County, Maryland",2.8,0.028
2019,Unemployment By Race,,Asian,"Howard County, Maryland",3,0.03
2016,Unemployment By Race,,White,"Howard County, Maryland",3.6,0.036
2015,Unemployment By Race,,White,"Howard County, Maryland",3.7,0.037
2017,Unemployment By Race,,White,"Howard County, Maryland",3.4,0.034
2019,Unemployment By Race,,White,"Howard County, Maryland",3.2,0.032
2018,Unemployment By Race,,White,"Howard County, Maryland",3.2,0.032
2017,Unemployment By Race,,Black,"Howard County, Maryland",7.6,0.076
2015,Unemployment By Race,,Black,"Howard County, Maryland",9.2,0.092
2016,Unemployment By Race,,Black,"Howard County, Maryland",8.6,0.086
2018,Unemployment By Race,,Black,"Howard County, Maryland",6.1,0.061
2019,Unemployment By Race,,Black,"Howard County, Maryland",5.5,0.055
2015Q3,TANF Workers,,,"Kent County, Maryland",15,
2015Q4,TANF Workers,,,"Kent County, Maryland",25,
2015Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.163988193,0.001639882
2015Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.284770475,0.002847705
2016Q1,TANF Workers,,,"Kent County, Maryland",22,
2016Q2,TANF Workers,,,"Kent County, Maryland",19,
2016Q3,TANF Workers,,,"Kent County, Maryland",27,
2016Q4,TANF Workers,,,"Kent County, Maryland",20,
2016Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.280469148,0.002804691
2016Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.239838425,0.002398384
2016Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.332103321,0.003321033
2016Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.253936008,0.00253936
2017Q1,TANF Workers,,,"Kent County, Maryland",11,
2017Q2,TANF Workers,,,"Kent County, Maryland",8,
2017Q3,TANF Workers,,,"Kent County, Maryland",14,
2017Q4,TANF Workers,,,"Kent County, Maryland",17,
2017Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.147453083,0.001474531
2017Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.101150588,0.001011506
2017Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.173546548,0.001735465
2017Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.212659495,0.002126595
2018Q1,TANF Workers,,,"Kent County, Maryland",8,
2018Q2,TANF Workers,,,"Kent County, Maryland",17,
2018Q3,TANF Workers,,,"Kent County, Maryland",14,
2018Q4,TANF Workers,,,"Kent County, Maryland",11,
2018Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.107512431,0.001075124
2018Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.216010165,0.002160102
2018Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.168593449,0.001685934
2018Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.139895714,0.001398957
2019Q1,TANF Workers,,,"Kent County, Maryland",8,
2019Q2,TANF Workers,,,"Kent County, Maryland",10,
2019Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.107758621,0.001077586
2019Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.12973534,0.001297353
2016Q3,TANF Participants in Workforce Service ,,,"Kent County, Maryland",1,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",2.040816327,0.020408163
2017Q1,TANF Participants in Workforce Service ,,,"Kent County, Maryland",2,
2017Q2,TANF Participants in Workforce Service ,,,"Kent County, Maryland",2,
2017Q4,TANF Participants in Workforce Service ,,,"Kent County, Maryland",1,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",3.636363636,0.036363636
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",5.555555556,0.055555556
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",0.595238095,0.005952381
2018Q1,TANF Participants in Workforce Service ,,,"Kent County, Maryland",1,
2018Q2,TANF Participants in Workforce Service ,,,"Kent County, Maryland",2,
2018Q4,TANF Participants in Workforce Service ,,,"Kent County, Maryland",2,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",2.702702703,0.027027027
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",5,0.05
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Kent County, Maryland",4.255319149,0.042553191
2017,SNAP Recipient Workers,,,"Kent County, Maryland",1096,
2018,SNAP Recipient Workers,,,"Kent County, Maryland",1085,
2019,SNAP Recipient Workers,,,"Kent County, Maryland",1092,
2020,SNAP Recipient Workers,,,"Kent County, Maryland",1043,
2017,SNAP Recipient Workers by Percentage,,,"Kent County, Maryland",0.004301,0.4301
2018,SNAP Recipient Workers by Percentage,,,"Kent County, Maryland",0.00455,0.455
2019,SNAP Recipient Workers by Percentage,,,"Kent County, Maryland",0.004541,0.4541
2020,SNAP Recipient Workers by Percentage,,,"Kent County, Maryland",0.004531,0.4531
2015,Employment Status By Disability Status,Labor Force,Disabled,"Kent County, Maryland",465,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Kent County, Maryland",370,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Kent County, Maryland",356,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Kent County, Maryland",478,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Kent County, Maryland",474,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Kent County, Maryland",8275,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Kent County, Maryland",8281,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Kent County, Maryland",8126,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Kent County, Maryland",8014,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Kent County, Maryland",7966,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Kent County, Maryland",666,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Kent County, Maryland",788,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Kent County, Maryland",802,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Kent County, Maryland",798,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Kent County, Maryland",749,
2019,Median Household Income,,,"Kent County, Maryland",58598,
2018,Median Household Income,,,"Kent County, Maryland",56009,
2015,Total Population,,,"Kent County, Maryland",19923,
2015,Median Household Income,,,"Kent County, Maryland",58147,
2017,Median Household Income,,,"Kent County, Maryland",56638,
2016,Median Household Income,,,"Kent County, Maryland",55028,
2017,Total Population,,,"Kent County, Maryland",19666,
2019,Unemployment By Gender,,Male,"Kent County, Maryland",4.1,0.041
2018,Total Population,,,"Kent County, Maryland",19593,
2016,Total Population,,,"Kent County, Maryland",19819,
2019,Total Population,,,"Kent County, Maryland",19536,
2015,Unemployment By Gender,,Male,"Kent County, Maryland",8.6,0.086
2016,Unemployment By Gender,,Male,"Kent County, Maryland",6.6,0.066
2017,Unemployment By Gender,,Male,"Kent County, Maryland",5.6,0.056
